station_id,fuel_code,price_eur,date
2214,avtoplin-lpg,1.049,2026-04-08
2214,KOEL,1.555,2026-04-08
2215,95,1.653,2026-04-08
2215,dizel,1.894,2026-04-08
2215,100,1.905,2026-04-08
2215,KOEL,1.555,2026-04-08
2217,95,1.653,2026-04-08
2217,dizel,1.894,2026-04-08
2217,100,1.905,2026-04-08
2217,KOEL,1.555,2026-04-08
2218,95,1.653,2026-04-08
2218,dizel,1.894,2026-04-08
2218,100,1.905,2026-04-08
2218,avtoplin-lpg,1.049,2026-04-08
2218,KOEL,1.555,2026-04-08
2219,95,1.653,2026-04-08
2219,dizel,1.894,2026-04-08
2219,KOEL,1.555,2026-04-08
2220,95,1.653,2026-04-08
2220,dizel,1.894,2026-04-08
2220,100,1.905,2026-04-08
2220,dizel-premium,2.369,2026-04-08
2220,avtoplin-lpg,1.049,2026-04-08
2220,KOEL,1.555,2026-04-08
2222,95,1.653,2026-04-08
2222,dizel,1.894,2026-04-08
2222,100,1.905,2026-04-08
2222,KOEL,1.555,2026-04-08
2223,95,1.653,2026-04-08
2223,dizel,1.894,2026-04-08
2223,KOEL,1.555,2026-04-08
2224,95,1.653,2026-04-08
2224,dizel,1.894,2026-04-08
2224,KOEL,1.555,2026-04-08
2225,95,1.653,2026-04-08
